loan_number,installment_no,amount,paid_date,payment_method,currency,exchange_rate,reference_number,note
252469,1-2026,86.33,2026-01-12,ABA,USD,1,2524692,
253224,1-2026,305.41,2026-01-13,ABA,USD,1,2532242,
251934,1-2026,50,2026-01-13,ABA,USD,1,2519344,
252580,1-2026,85.49,2026-01-13,ABA,USD,1,2525802,
251963,1-2026,59.08,2026-01-13,ABA,USD,1,2519634,
251296,1-2026,51.46,2026-01-13,ABA,USD,1,2512966,
251748,1-2026,49.21,2026-01-13,ABA,USD,1,2517485,
251768,1-2026,41.81,2026-01-13,ABA,USD,1,2517685,
251663,1-2026,44.28,2026-01-13,ABA,USD,1,2516635,
252982,1-2026,53.53,2026-01-13,ABA,USD,1,2529821,
250798,1-2026,49.34,2026-01-13,ABA,USD,1,2507987,
253018,1-2026,100.43,2026-01-13,ABA,USD,1,2530181,
252890,1-2026,24.54,2026-01-13,ABA,USD,1,2528901,
252195,1-2026,55.38,2026-01-13,ABA,USD,1,2521953,
251249,1-2026,59.24,2026-01-13,ABA,USD,1,2512496,
250278,1-2026,107.16,2026-01-13,ABA,USD,1,2502789,
252562,1-2026,121.73,2026-01-13,ABA,USD,1,2525622,
252577,1-2026,72.64,2026-01-13,ABA,USD,1,2525772,
252891,1-2026,62.78,2026-01-13,ABA,USD,1,2528911,
252822,1-2026,102.06,2026-01-13,ABA,USD,1,2528221,
252830,1-2026,55.63,2026-01-13,ABA,USD,1,2528301,
252055,1-2026,47.33,2026-01-13,ABA,USD,1,2520554,
251253,1-2026,70.06,2026-01-13,ABA,USD,1,2512536,
251998,1-2026,44.28,2026-01-13,ABA,USD,1,2519984,
251603,1-2026,23.31,2026-01-13,ABA,USD,1,2516035,
252009,1-2026,94.86,2026-01-13,ABA,USD,1,2520094,
252541,1-2026,49.3,2026-01-13,ABA,USD,1,2525412,
252128,1-2026,51.46,2026-01-13,ABA,USD,1,2521283,
252583,1-2026,119.09,2026-01-13,ABA,USD,1,2525832,
251204,1-2026,43.19,2026-01-13,ABA,USD,1,2512046,
251256,1-2026,62.36,2026-01-13,Cash,USD,1,2512566,
252257,1-2026,130,2026-01-13,ABA,USD,1,2522573,
253184,1-2026,679,2026-01-13,ABA,USD,1,2531841,
251724,1-2026,58.69,2026-01-13,ABA,USD,1,2517245,
252233,1-2026,51.46,2026-01-13,ABA,USD,1,2522333,
251962,1-2026,41.81,2026-01-13,ABA,USD,1,2519624,
251618,1-2026,41.81,2026-01-13,ABA,USD,1,2516185,
250350,1-2026,51.68,2026-01-13,ABA,USD,1,2503509,
252160,1-2026,44.28,2026-01-13,ABA,USD,1,2521603,
252214,1-2026,219.51,2026-01-13,ABA,USD,1,2522144,
252853,1-2026,104.16,2026-01-13,ABA,USD,1,2528531,
252989,1-2026,29.48,2026-01-13,ABA,USD,1,2529891,
251166,1-2026,39.06,2026-01-13,ABA,USD,1,2511666,
252268,1-2026,59.73,2026-01-13,ABA,USD,1,2522683,
252442,1-2026,39.34,2026-01-13,ABA,USD,1,2524422,
252590,1-2026,28.73,2026-01-13,ABA,USD,1,2525902,
253004,1-2026,72.13,2026-01-13,ABA,USD,1,2530041,
252611,1-2026,134.03,2026-01-13,ABA,USD,1,2526112,
2524946,1-2026,50.44,2026-01-13,ABA,USD,1,25249462,
251977,1-2026,78.33,2026-01-13,ABA,USD,1,2519774,
252192,1-2026,55.59,2026-01-13,ABA,USD,1,2521923,
252275,1-2026,43.04,2026-01-13,ABA,USD,1,2522754,
251951,1-2026,44.28,2026-01-13,ABA,USD,1,2519514,
251584,1-2026,37.2,2026-01-13,ABA,USD,1,2515845,
252032,1-2026,63.86,2026-01-13,ABA,USD,1,2520324,
252576,1-2026,59.73,2026-01-13,ABA,USD,1,2525762,
251634,1-2026,34.41,2026-01-13,ABA,USD,1,2516345,
250865,1-2026,45.51,2026-01-13,ABA,USD,1,2508657,
250971,1-2026,40.58,2026-01-13,ABA,USD,1,2509717,
252896,1-2026,48,2026-01-13,ABA,USD,1,2528961,
2516456,1-2026,97,2026-01-14,ABA,USD,1,25164565,
251410,1-2026,86.59,2026-01-14,ABA,USD,1,2514106,
251486,1-2026,67.99,2026-01-14,ABA,USD,1,2514864,
250931,1-2026,140.12,2026-01-14,ABA,USD,1,2509313,
252248,1-2026,68.94,2026-01-14,ABA,USD,1,2522483,
252335,1-2026,62.83,2026-01-14,ABA,USD,1,2523353,
2515604,1-2026,55.59,2026-01-14,ABA,USD,1,25156045,
251230,1-2026,57.66,2026-01-14,ABA,USD,1,2512306,
252927,1-2026,53.53,2026-01-14,ABA,USD,1,2529271,
252909,1-2026,127.31,2026-01-14,ABA,USD,1,2529091,
252902,1-2026,66.83,2026-01-14,ABA,USD,1,2529021,
252907,1-2026,89,2026-01-14,ABA,USD,1,2529071,
252862,1-2026,83.74,2026-01-14,WING,USD,1,2528621,
252961,1-2026,53.53,2026-01-14,ABA,USD,1,2529611,
251132,1-2026,63.86,2026-01-14,ABA,USD,1,2511326,
250447,1-2026,43.04,2026-01-14,ABA,USD,1,2504478,
250513,1-2026,22.08,2026-01-14,ABA,USD,1,2505138,
252597,1-2026,76.16,2026-01-14,ABA,USD,1,2525972,
250848,1-2026,39.34,2026-01-14,ABA,USD,1,2508487,
252847,1-2026,87,2026-01-14,ABA,USD,1,2528471,
252607,1-2026,57.66,2026-01-14,ABA,USD,1,2526072,
252997,1-2026,63.86,2026-01-14,ABA,USD,1,2529971,
252917,1-2026,103.13,2026-01-14,ABA,USD,1,2529171,
250494,1-2026,46.25,2026-01-14,ABA,USD,1,2504948,
252266,1-2026,41.33,2026-01-14,ABA,USD,1,2522663,
251601,1-2026,71.09,2026-01-14,ABA,USD,1,2516015,
251878,1-2026,98.16,2026-01-14,ABA,USD,1,2518784,
252895,1-2026,48.53,2026-01-14,ABA,USD,1,2528951,
252278,1-2026,31.94,2026-01-14,ABA,USD,1,2522783,
251237,1-2026,47.33,2026-01-14,ABA,USD,1,2512376,
252196,1-2026,11.38,2026-01-14,ABA,USD,1,2521965,
251522,1-2026,84.53,2026-01-14,ABA,USD,1,2515225,
252980,1-2026,217.36,2026-01-14,ABA,USD,1,2529801,
251576,1-2026,63.86,2026-01-14,ABA,USD,1,2515765,
250283,1-2026,39.47,2026-01-14,ABA,USD,1,2502839,
251197,1-2026,41.13,2026-01-14,ABA,USD,1,2511976,
251608,1-2026,35.64,2026-01-14,ABA,USD,1,2516085,
252105,1-2026,40.58,2026-01-14,ABA,USD,1,2521054,
252863,1-2026,128.54,2026-01-14,ABA,USD,1,2528631,
252914,1-2026,47.33,2026-01-14,ABA,USD,1,2529141,
252847,1-2026,225,2026-01-15,ABA,USD,1,2528472,
252573,1-2026,79.89,2026-01-14,ABA,USD,1,2525732,
253068,1-2026,140.33,2026-01-14,ABA,USD,1,2530681,
252943,1-2026,91,2026-01-14,ABA,USD,1,2529431,
251360,1-2026,41.81,2026-01-14,ABA,USD,1,2513606,
252924,1-2026,55.59,2026-01-14,ABA,USD,1,2529241,
252903,1-2026,73.37,2026-01-14,ABA,USD,1,2529031,
252935,1-2026,31.94,2026-01-14,ABA,USD,1,2529351,
251279,1-2026,54.56,2026-01-14,ABA,USD,1,2512796,
252600,1-2026,49.34,2026-01-14,ABA,USD,1,2526001,
252404,1-2026,67.99,2026-01-14,ABA,USD,1,2524043,
251956,1-2026,61.79,2026-01-15,ABA,USD,1,2519564,
252867,1-2026,19.61,2026-01-15,ABA,USD,1,2528671,
251518,1-2026,129.99,2026-01-15,ABA,USD,1,2515185,
252870,1-2026,83.76,2026-01-15,ABA,USD,1,2528701,
251185,1-2026,65.93,2026-01-15,ABA,USD,1,2511856,
252838,1-2026,102.06,2026-01-15,Cash,USD,1,2528381,
252941,1-2026,57.66,2026-01-15,ABA,USD,1,2529411,
252911,1-2026,53.53,2026-01-15,ABA,USD,1,2529111,
251187,1-2026,129.99,2026-01-15,ABA,USD,1,2511876,
252926,1-2026,40.46,2026-01-15,ABA,USD,1,2529261,
251257,1-2026,59.73,2026-01-15,ABA,USD,1,2512576,
252256,1-2026,36.99,2026-01-15,ABA,USD,1,2522563,
252483,1-2026,45.51,2026-01-15,ABA,USD,1,2524832,
251330,1-2026,47.98,2026-01-15,ABA,USD,1,2513306,
251884,1-2026,44.28,2026-01-15,ABA,USD,1,2518844,
252232,1-2026,57.84,2026-01-15,ABA,USD,1,2522323,
251141,1-2026,42.43,2026-01-15,ABA,USD,1,2511416,
252846,1-2026,73.88,2026-01-15,ABA,USD,1,2528461,
252598,1-2026,41.13,2026-01-15,ABA,USD,1,2525982,
252866,1-2026,149.63,2026-01-15,ABA,USD,1,2528661,
252931,1-2026,100,2026-01-15,ABA,USD,1,2529311,
252721,1-2026,76.26,2026-01-15,ABA,USD,1,2527212,
250858,1-2026,42.74,2026-01-15,ABA,USD,1,2508587,
252942,1-2026,369,2026-01-15,ABA,USD,1,2529421,
251726,1-2026,41.81,2026-01-15,ABA,USD,1,2517265,
251270,1-2026,35.64,2026-01-15,ABA,USD,1,2512706,
251475,1-2026,60.67,2026-01-15,ABA,USD,1,2514756,
251644,1-2026,47.33,2026-01-15,ABA,USD,1,2516445,
251670,1-2026,70.06,2026-01-15,ABA,USD,1,2516705,
251875,1-2026,31.94,2026-01-15,ABA,USD,1,2518754,
252015,1-2026,54.25,2026-01-15,WING,USD,1,2520154,
252286,1-2026,78.33,2026-01-15,ABA,USD,1,2522863,
252920,1-2026,63.86,2026-01-15,ABA,USD,1,2529201,
251139,1-2026,32.76,2026-01-15,WING,USD,1,2511396,
252511,1-2026,29.48,2026-01-15,ABA,USD,1,2525112,
252282,1-2026,55.38,2026-01-15,ABA,USD,1,2522823,
252657,1-2026,81.89,2026-01-15,ABA,USD,1,2526572,
251156,1-2026,65.93,2026-01-15,ABA,USD,1,2511566,
252520,1-2026,53.53,2026-01-15,ABA,USD,1,2525202,
251844,1-2026,148.96,2026-01-15,Cash,USD,1,2518445,
251845,1-2026,236.16,2026-01-15,ABA,USD,1,2518455,
250541,1-2026,246.19,2026-01-15,Cash,USD,1,2505416,
252215,1-2026,74.19,2026-01-15,ABA,USD,1,2522153,
253000,1-2026,57.66,2026-01-15,ABA,USD,1,2530001,
252915,1-2026,63.09,2026-01-15,ABA,USD,1,2529151,
250917,1-2026,147.61,2026-01-15,ABA,USD,1,2509174,
252579,1-2026,57.84,2026-01-15,ABA,USD,1,2525792,
252627,1-2026,44.43,2026-01-15,ABA,USD,1,2526272,
252893,1-2026,32.86,2026-01-15,ABA,USD,1,2528931,
252096,1-2026,57.66,2026-01-15,ABA,USD,1,2520964,
252984,1-2026,109.76,2026-01-15,ABA,USD,1,2529841,
251409,12-2025,71.09,2025-12-31,ABA,USD,1,2514095,
252778,1-2026,103.48,2026-01-15,ABA,USD,1,2527781,
252636,1-2026,237.56,2026-01-15,ABA,USD,1,2526362,
252243,1-2026,44.28,2026-01-15,ABA,USD,1,2522433,
251053,1-2026,40.97,2026-01-15,ABA,USD,1,2510537,
252933,1-2026,163.89,2026-01-15,ABA,USD,1,2529331,
251337,1-2026,102.09,2026-01-15,ABA,USD,1,2513376,
251154,1-2026,223.78,2026-01-16,ABA,USD,1,2511546,
252629,1-2026,89.91,2026-01-16,ABA,USD,1,2526292,
252339,1-2026,63.86,2026-01-16,ABA,USD,1,2523393,
252965,1-2026,34.41,2026-01-16,ABA,USD,1,2529651,
252599,1-2026,34.41,2026-01-16,ABA,USD,1,2525992,
252740,1-2026,64.01,2026-01-16,ABA,USD,1,2527402,
250478,1-2026,44.28,2026-01-16,ABA,USD,1,2504788,
251239,1-2026,88.66,2026-01-16,ABA,USD,1,2512396,
252306,1-2026,42.96,2026-01-16,ABA,USD,1,2523063,
251991,1-2026,67.99,2026-01-16,ABA,USD,1,2519914,
252545,1-2026,67.99,2026-01-16,ABA,USD,1,2525452,
252684,1-2026,49.21,2026-01-16,ABA,USD,1,2526842,
250444,1-2026,55.38,2026-01-16,ABA,USD,1,25044410,
252295,1-2026,55.38,2026-01-16,ABA,USD,1,2522953,
252224,1-2026,74.19,2026-01-16,ABA,USD,1,2522243,
251201,1-2026,35.64,2026-01-16,ABA,USD,1,2512016,
252034,1-2026,47.35,2026-01-16,ABA,USD,1,2520346,
251071,1-2026,57.66,2026-01-16,ABA,USD,1,2510712,
252071,1-2026,49.21,2026-01-16,ABA,USD,1,2520714,
252216,1-2026,49.39,2026-01-16,ABA,USD,1,2522163,
253285,1-2026,474,2026-01-16,ABA,USD,1,2532851,
252331,1-2026,105.94,2026-01-16,ABA,USD,1,2523313,
250685,1-2026,39.34,2026-01-16,ABA,USD,1,2506857,
253045,1-2026,53.53,2026-01-16,ABA,USD,1,2530451,
252936,1-2026,46.69,2026-01-16,ABA,USD,1,2529361,
252099,1-2026,53.53,2026-01-16,ABA,USD,1,2520994,
251669,1-2026,122.82,2026-01-16,Cash,USD,1,2516695,
252955,1-2026,84.53,2026-01-16,ABA,USD,1,2529551,
252767,1-2026,41.81,2026-01-16,ABA,USD,1,2527671,
251248,1-2026,53.9,2026-01-16,ABA,USD,1,2512486,
252946,1-2026,34.93,2026-01-16,ABA,USD,1,2529461,
252877,1-2026,47.33,2026-01-16,ABA,USD,1,2528771,
251893,1-2026,44.28,2026-01-16,ABA,USD,1,2518934,
251666,1-2026,54.29,2026-01-16,ABA,USD,1,2516665,
252086,1-2026,368.2,2026-01-16,ABA,USD,1,2520861,
2522300,1-2026,27.01,2026-01-16,ABA,USD,1,25223003,
252300,1-2026,156.43,2026-01-16,Cash,USD,1,2523003,
251336,1-2026,33.18,2026-01-16,ABA,USD,1,2513366,
252928,1-2026,31.94,2026-01-16,ABA,USD,1,2529281,
253088,1-2026,347.36,2026-01-16,ABA,USD,1,2530881,
252608,1-2026,61.79,2026-01-16,WING,USD,1,2526082,
252638,1-2026,81.76,2026-01-16,ABA,USD,1,2526382,
250964,1-2026,113,2026-01-16,Cash,USD,1,2509647,
252324,1-2026,84.53,2026-01-16,ABA,USD,1,2523243,
251971,1-2026,39.06,2026-01-16,ABA,USD,1,2519714,
252296,1-2026,52.91,2026-01-16,ABA,USD,1,2522963,
252280,1-2026,101.06,2026-01-16,ABA,USD,1,2522803,
252944,1-2026,57.66,2026-01-16,ABA,USD,1,2529441,
252049,1-2026,84.53,2026-01-16,ABA,USD,1,2520494,
251458,1-2026,30.71,2026-01-16,ABA,USD,1,2514585,
252922,1-2026,100,2026-01-16,ABA,USD,1,2529221,
251580,1-2026,23.31,2026-01-16,ABA,USD,1,2515805,
252279,1-2026,40.58,2026-01-16,ABA,USD,1,2522793,
252240,1-2026,31.94,2026-01-16,ABA,USD,1,2522403,
251015,1-2026,63.86,2026-01-16,ABA,USD,1,2510156,
252873,1-2026,87.44,2026-01-16,ABA,USD,1,2528731,
252217,1-2026,57.66,2026-01-16,ABA,USD,1,2522173,
253155,1-2026,320,2026-01-16,ABA,USD,1,2531551,
252675,1-2026,27.01,2026-01-17,ABA,USD,1,2526752,
251285,1-2026,88.06,2026-01-17,ABA,USD,1,2512856,
252288,1-2026,67.99,2026-01-16,ABA,USD,1,2522883,
252957,1-2026,100,2026-01-17,ABA,USD,1,2529571,
251965,1-2026,91.76,2026-01-16,ABA,USD,1,2519654,
252605,1-2026,63.86,2026-01-17,ABA,USD,1,2526052,
252026,1-2026,40.58,2026-01-16,ABA,USD,1,2520264,
252019,1-2026,54.96,2026-01-17,ABA,USD,1,2520194,
251288,1-2026,88.66,2026-01-16,ABA,USD,1,2512886,
251183,1-2026,57.66,2026-01-17,ABA,USD,1,2511836,
251586,1-2026,84.53,2026-01-16,ABA,USD,1,2515865,
252953,1-2026,55.38,2026-01-16,ABA,USD,1,2529531,
251980,1-2026,82.46,2026-01-17,ABA,USD,1,2519804,
252807,1-2026,32.16,2026-01-17,ABA,USD,1,2528071,
252945,1-2026,57.66,2026-01-16,ABA,USD,1,2529451,
250586,1-2026,35.77,2026-01-16,ABA,USD,1,2505868,
251782,1-2026,43.19,2026-01-17,ABA,USD,1,2517825,
251259,1-2026,70.06,2026-01-16,ABA,USD,1,2512596,
251833,1-2026,44.28,2026-01-17,ABA,USD,1,2518334,
251725,1-2026,38.11,2026-01-16,ABA,USD,1,2517255,
251960,1-2026,55.38,2026-01-17,ABA,USD,1,2519604,
251662,1-2026,36.5,2026-01-17,ABA,USD,1,2516626,
251318,1-2026,59.73,2026-01-17,ABA,USD,1,2513186,
252538,1-2026,60.31,2026-01-17,ABA,USD,1,2525382,
250874,1-2026,75.73,2026-01-17,ABA,USD,1,2508747,
251834,1-2026,231.66,2026-01-17,ABA,USD,1,2518344,
252011,1-2026,82.46,2026-01-17,ABA,USD,1,2520114,
250519,1-2026,33.79,2026-01-17,ABA,USD,1,2505198,
251607,1-2026,41.81,2026-01-17,ABA,USD,1,2516075,
251606,1-2026,40.58,2026-01-17,ABA,USD,1,2516065,
252938,1-2026,77.58,2026-01-17,ABA,USD,1,2529381,
252532,1-2026,130,2026-01-17,ABA,USD,1,2525323,
251988,1-2026,109.33,2026-01-17,ABA,USD,1,2519884,
251986,1-2026,54.29,2026-01-17,ABA,USD,1,2519864,
252665,1-2026,110.39,2026-01-17,ABA,USD,1,2526652,
252930,1-2026,77.29,2026-01-17,ABA,USD,1,2529301,
252888,1-2026,43.19,2026-01-17,ABA,USD,1,2528881,
251284,1-2026,51.46,2026-01-17,ABA,USD,1,2512846,
251591,1-2026,70.06,2026-01-17,ABA,USD,1,2515915,
252875,1-2026,167.67,2026-01-17,ABA,USD,1,2528751,
251957,1-2026,63.86,2026-01-17,ABA,USD,1,2519574,
250542,1-2026,63.32,2026-01-17,ABA,USD,1,2505428,
253018,1-2026,100.43,2026-01-17,ABA,USD,1,2530182,
250253,1-2026,192.5,2026-01-17,ABA,USD,1,2502536,
251324,1-2026,40.89,2026-01-17,ABA,USD,1,2513246,
251267,1-2026,58.69,2026-01-17,ABA,USD,1,2512675,
252619,1-2026,61.79,2026-01-17,ABA,USD,1,2526192,
251429,1-2026,50.96,2026-01-17,ABA,USD,1,2514295,
252932,1-2026,33.18,2026-01-17,ABA,USD,1,2529321,
252479,1-2026,49.34,2026-01-17,ABA,USD,1,2524792,
252813,1-2026,128.96,2026-01-17,ABA,USD,1,2528131,
253056,1-2026,26.66,2026-01-17,ABA,USD,1,2530561,
252956,1-2026,105.19,2026-01-17,ABA,USD,1,2529561,
250543,1-2026,33.18,2026-01-17,ABA,USD,1,2505438,
252018,1-2026,57.66,2026-01-17,ABA,USD,1,2520184,
251649,1-2026,35.64,2026-01-17,ABA,USD,1,2516495,
251548,1-2026,70.49,2026-01-17,WING,USD,1,2515485,
252940,1-2026,74.4,2026-01-17,ABA,USD,1,2529401,
252947,1-2026,150,2026-01-17,ABA,USD,1,2529471,
2516457,1-2026,65.93,2026-01-17,ABA,USD,1,25164574,
252616,1-2026,52.91,2026-01-17,ABA,USD,1,2526162,
251636,1-2026,67.99,2026-01-17,ABA,USD,1,2516365,
251307,1-2026,47.33,2026-01-18,ABA,USD,1,2513076,
251804,1-2026,78.33,2026-01-18,ABA,USD,1,2518045,
251654,1-2026,59.08,2026-01-18,ABA,USD,1,2516546,
252065,1-2026,41.13,2026-01-17,ABA,USD,1,2520654,
250894,1-2026,55.38,2026-01-18,ABA,USD,1,2508947,
253071,1-2026,61.79,2026-01-18,ABA,USD,1,2530711,
252631,1-2026,130.29,2026-01-18,ABA,USD,1,2526312,
252986,1-2026,53.53,2026-01-18,ABA,USD,1,2529861,
252999,1-2026,92.99,2026-01-18,ABA,USD,1,2529991,
252994,1-2026,144.46,2026-01-18,ABA,USD,1,2529941,
252319,1-2026,36.88,2026-01-18,ABA,USD,1,2523193,
253194,1-2026,189,2026-01-18,ABA,USD,1,2531941,
252005,1-2026,47.98,2026-01-18,ABA,USD,1,2520054,
251629,1-2026,48.59,2026-01-18,ABA,USD,1,2516295,
250898,1-2026,45.51,2026-01-18,ABA,USD,1,2508987,
251262,1-2026,78.33,2026-01-18,ABA,USD,1,2512626,
252036,1-2026,40.58,2026-01-18,ABA,USD,1,2520364,
252844,1-2026,247.74,2026-01-18,ABA,USD,1,2528442,
252609,1-2026,61.79,2026-01-18,ABA,USD,1,2526092,
252549,1-2026,92.38,2026-01-18,ABA,USD,1,2525492,
250301,1-2026,38.11,2026-01-18,ACELEDA,USD,1,2503019,
252628,1-2026,51.68,2026-01-18,ABA,USD,1,2526282,
250554,1-2026,28.24,2026-01-18,ABA,USD,1,2505548,
252582,1-2026,40.58,2026-01-18,ABA,USD,1,2525822,
252655,1-2026,51.68,2026-01-18,ABA,USD,1,2526552,
251581,1-2026,46.35,2026-01-18,ABA,USD,1,2515815,
250891,1-2026,51.23,2026-01-18,ABA,USD,1,2508917,
251303,1-2026,74.25,2026-01-18,ABA,USD,1,2513037,
252937,1-2026,59.24,2026-01-18,ABA,USD,1,2529371,
251887,1-2026,49.21,2026-01-18,WING,USD,1,2518874,
250940,1-2026,183,2026-01-18,ABA,USD,1,2509407,
250191,1-2026,115.71,2026-01-18,ABA,USD,1,25019110,
252641,1-2026,157.89,2026-01-18,ABA,USD,1,2526412,
250838,1-2026,37.66,2026-01-18,WING,USD,1,2508387,
252729,1-2026,42.16,2026-01-18,ABA,USD,1,2527292,
252317,1-2026,36.88,2026-01-18,ABA,USD,1,2523173,
251574,1-2026,41.81,2026-01-18,ABA,USD,1,2515745,
251287,1-2026,48.36,2026-01-18,ABA,USD,1,2512876,
251715,1-2026,40.58,2026-01-18,ABA,USD,1,2517155,
252077,1-2026,67.99,2026-01-18,ABA,USD,1,2520774,
251981,1-2026,59.73,2026-01-18,ABA,USD,1,2519814,
252112,1-2026,40.58,2026-01-18,ABA,USD,1,2521124,
250548,1-2026,58.41,2026-01-18,Cash,USD,1,2505488,
250547,1-2026,25.78,2026-01-18,ABA,USD,1,2505478,
252634,1-2026,41.93,2026-01-18,ABA,USD,1,2526342,
252031,1-2026,57.27,2026-01-18,ABA,USD,1,2520314,
251286,1-2026,24.54,2026-01-18,ABA,USD,1,2512866,
251231,1-2026,67.99,2026-01-18,ABA,USD,1,2512316,
252974,1-2026,53.53,2026-01-18,Cash,USD,1,2529741,
251300,1-2026,77.58,2026-01-18,ABA,USD,1,2513005,
251329,1-2026,67.99,2026-01-18,Cash,USD,1,2513296,
252024,1-2026,47,2026-01-18,ABA,USD,1,2520244,
250505,1-2026,37,2026-01-18,ABA,USD,1,2505058,
251116,1-2026,60.93,2026-01-18,ABA,USD,1,2511166,
252457,1-2026,40.58,2026-01-19,ABA,USD,1,2524573,
250701,1-2026,60.89,2026-01-19,ABA,USD,1,2507016,
250539,1-2026,43.04,2026-01-19,ABA,USD,1,2505398,
251293,1-2026,61.79,2026-01-19,ABA,USD,1,2512936,
252622,1-2026,93.61,2026-01-19,ABA,USD,1,2526221,
252962,1-2026,78.03,2026-01-19,ABA,USD,1,2529621,
252360,1-2026,76.26,2026-01-19,ABA,USD,1,2523603,
252958,1-2026,72.13,2026-01-19,ABA,USD,1,2529581,
251948,1-2026,66.96,2026-01-19,ABA,USD,1,2519484,
252262,1-2026,67.99,2026-01-19,ABA,USD,1,2522623,
251964,1-2026,55.38,2026-01-19,ABA,USD,1,2519644,
252685,1-2026,36.88,2026-01-19,ABA,USD,1,2526852,
252966,1-2026,113.46,2026-01-19,ABA,USD,1,2529661,
252878,1-2026,44.28,2026-01-19,ABA,USD,1,2528781,
251646,1-2026,36,2026-01-19,ABA,USD,1,2516464,
252016,1-2026,24.54,2026-01-19,ABA,USD,1,2520164,
252322,1-2026,97.31,2026-01-19,ABA,USD,1,2523223,
252959,1-2026,63.86,2026-01-19,ABA,USD,1,2529591,
251687,1-2026,47.46,2026-01-19,ABA,USD,1,2516875,
251680,1-2026,82.46,2026-01-19,ABA,USD,1,2516805,
250454,1-2026,110,2026-01-19,ABA,USD,1,2504545,
252639,1-2026,33.3,2026-01-19,ABA,USD,1,2526392,
250910,1-2026,18.38,2026-01-19,ABA,USD,1,2509107,
252889,1-2026,31.62,2026-01-19,Cash,USD,1,2528891,
252887,1-2026,33.89,2026-01-19,Cash,USD,1,2528871,
252975,1-2026,53.53,2026-01-19,WING,USD,1,2529751,
250351,1-2026,53.22,2026-01-19,ABA,USD,1,2503518,
252320,1-2026,34.41,2026-01-19,ABA,USD,1,2523203,
252889,1-2026,256,2026-01-20,ABA,USD,1,2528892,
251298,1-2026,70.06,2026-01-19,ABA,USD,1,2512986,
252337,1-2026,136.56,2026-01-19,ABA,USD,1,2523373,
252648,1-2026,34.41,2026-01-19,ABA,USD,1,2526482,
251315,1-2026,41.81,2026-01-19,ABA,USD,1,2513156,
252014,1-2026,49.21,2026-01-19,ABA,USD,1,2520144,
252323,1-2026,46.74,2026-01-19,ABA,USD,1,2523233,
253133,1-2026,155,2026-01-19,ABA,USD,1,2531331,
252952,1-2026,97,2026-01-19,ABA,USD,1,2529521,
251675,1-2026,68.94,2026-01-19,ABA,USD,1,2516755,
252041,1-2026,70,2026-01-19,ABA,USD,1,2520414,
251505,1-2026,62.78,2026-01-19,ABA,USD,1,2515055,
251712,1-2026,56.5,2026-01-19,Cash,USD,1,2517125,
241014,1-2026,38.11,2026-01-19,ABA,USD,1,24101412,
252361,1-2026,89.23,2026-01-19,WING,USD,1,2523613,
252062,1-2026,78.33,2026-01-19,ABA,USD,1,2520624,
250305,1-2026,70,2026-01-19,ABA,USD,1,2503059,
252267,1-2026,102.96,2026-01-19,ABA,USD,1,2522673,
252220,1-2026,129.8,2026-01-19,ABA,USD,1,2522203,
251304,1-2026,41.81,2026-01-19,ABA,USD,1,2513046,
251339,1-2026,67.99,2026-01-19,ABA,USD,1,2513396,
252004,1-2026,88.66,2026-01-19,ABA,USD,1,2520044,
252061,1-2026,57.66,2026-01-20,ABA,USD,1,2520614,
250899,1-2026,31.94,2026-01-20,ABA,USD,1,2508997,
252971,1-2026,162.96,2026-01-20,ABA,USD,1,2529711,
252162,1-2026,38.11,2026-01-20,ABA,USD,1,2521624,
252291,1-2026,60.16,2026-01-20,ABA,USD,1,2522913,
251314,1-2026,69.03,2026-01-20,ABA,USD,1,2513146,
252397,1-2026,49.39,2026-01-20,ABA,USD,1,2523973,
252898,1-2026,40,2026-01-20,ABA,USD,1,2528981,
251923,1-2026,78.33,2026-01-20,ABA,USD,1,2519234,
250901,1-2026,33.18,2026-01-20,ABA,USD,1,2509017,
250578,1-2026,43.04,2026-01-20,ABA,USD,1,2505788,
253096,1-2026,145.6,2026-01-20,ABA,USD,1,2530961,
251682,1-2026,41.13,2026-01-20,ABA,USD,1,2516825,
252389,1-2026,51.91,2026-01-20,ABA,USD,1,2523893,
252970,1-2026,83.74,2026-01-20,ABA,USD,1,2529701,
252136,1-2026,35.2,2026-01-20,ABA,USD,1,2521364,
252630,1-2026,32.86,2026-01-20,Cash,USD,1,2526302,
252334,1-2026,35.64,2026-01-20,ABA,USD,1,2523343,
252209,1-2026,35.64,2026-01-20,ABA,USD,1,2522093,
252905,1-2026,45.71,2026-01-20,WING,USD,1,2529051,
250892,1-2026,45.51,2026-01-20,ABA,USD,1,2508927,
250659,1-2026,88.11,2026-01-20,ABA,USD,1,2506598,
251269,1-2026,136.55,2026-01-20,Cash,USD,1,2512696,
251120,1-2026,333.6,2026-01-20,ABA,USD,1,2511201,
251331,1-2026,47.33,2026-01-20,ABA,USD,1,2513316,
252650,1-2026,61.79,2026-01-20,ABA,USD,1,2526502,
252395,1-2026,56.61,2026-01-20,ABA,USD,1,2523953,
251308,1-2026,40.58,2026-01-20,ABA,USD,1,2513086,
252610,1-2026,40.58,2026-01-20,ABA,USD,1,2526102,
251686,1-2026,54.56,2026-01-20,ABA,USD,1,2516864,
251661,1-2026,41.81,2026-01-20,ABA,USD,1,2516615,
